"[Account_Value]","[Account_Name]","[Account_Description]","[Account_Type]","[Account_Sign]","[Account_Document]","[Account_Summary]","[Default_Account]","[Account_Parent]","[Balance Sheet]","[Balance Sheet_Name]","[US 1120 Balance Sheet]","US 1120 Balance Sheet_Name","[Profit & Loss]","[Profit & Loss_Name]","[US 1120 Income Statement]","[US 1120 Income Statement_Name]","[Cash Flow]","[Cash Flow_Name]"
2010203,"ARRENDAMIENTOS FINANCIEROS",,"Liability",,,"Yes",,20102,2010203,"ARRENDAMIENTOS FINANCIEROS",,,,,,,,
2010204,"OTROS PRÉSTAMOS A PAGAR",,"Liability",,,"Yes",,20102,2010204,"OTROS PRÉSTAMOS A PAGAR",,,,,,,,
2010205,"INTERESES A PAGAR",,"Liability",,,"Yes",,20102,2010205,"INTERESES A PAGAR",,,,,,,,
201020501,"Interes a Pagar -Prestamo Bco Continental","Intereses a pagar por prestamos","Liability",,,"No",,2010205,201020501,"Interes a Pagar -Prestamo Bco Continental",,,,,,,,
201020502,"Interes a Pagar -Prestamo Bco tau","Intereses a pagar por prestamos","Liability",,,"No",,2010205,201020502,"Interes a Pagar -Prestamo Bco tau",,,,,,,,
20103,"OTRAS CUENTAS POR PAGAR",,"Liability",,,"Yes",,201,20103,"OTRAS CUENTAS POR PAGAR",,,,,,,,
2010301,"DEUDAS FISCALES CORRIENTES",,"Liability",,,"Yes",,20103,2010301,"DEUDAS FISCALES CORRIENTES",,,,,,,,
201030101,"Impuesto a la Renta a Pagar","Impuesto a la Renta a Pagar","Liability",,,"No",,2010301,201030101,"Impuesto a la Renta a Pagar",,,,,,,,
201030102,"IVA a Pagar","Impuesto a Pagar según declaración","Liability",,"Yes","No","T_LIABILITY_ACCT",2010301,201030102,"IVA a Pagar",,,,,,,,
201030103,"Retenciones de Impuestos a Ingresar","Retenciones impositivas a pagar","Liability",,"Yes","No","WITHHOLDING_ACCT",2010301,201030103,"Retenciones de Impuestos a Ingresar",,,,,,,,
201030104,"Intereses a Pagar Facilidad de Pago -IRACIS","Intereses a abonar al fisco","Liability",,,"No",,2010301,201030104,"Intereses a Pagar Facilidad de Pago -IRACIS",,,,,,,,
201030105,"IVA Débito Fiscal 5%","IVA a Pagar 5% antes de la declaración","Liability",,,"No",,2010301,201030105,"IVA Débito Fiscal 5%",,,,,,,,
201030106,"IVA Débito Fiscal 10%","Impuesto a Pagar del 10% antes de la declaración","Liability",,,"No",,2010301,201030106,"IVA Débito Fiscal 10%",,,,,,,,
201030107,"Facilidad de Pago - IRACIS","Facilidad de pago otorgada por el Fisco","Liability",,,"No",,2010301,201030107,"Facilidad de Pago - IRACIS",,,,,,,,
201030108,"Facilidad de Pago IRACIS Dividendos","Facilidad de Pago IRACIS - Dividendos","Liability",,,"No",,2010301,201030108,"Facilidad de Pago IRACIS Dividendos",,,,,,,,
201030109,"Facilidad de Pago - Rectificativas IVA","Facilidad de Pago - Recitificativas IVA","Liability",,,"No",,2010301,201030109,"Facilidad de Pago - Rectificativas IVA",,,,,,,,
201030110,"Retenciones de Renta Practicadas","Retenciones de Renta a Pagar","Liability",,,"No",,2010301,201030110,"Retenciones de Renta Practicadas",,,,,,,,
201030199,"IVA Debito Fiscal Cuenta Transitoria","IVA Cuenta Transitoria","Liability",,"Yes","No","T_DUE_ACCT",2010301,201030199,"IVA Debito Fiscal Cuenta Transitoria",,,,,,,,
2010302,"OBLIGACIONES LABORALES Y CARGAS SOCIALES",,"Liability",,,"Yes",,20103,2010302,"OBLIGACIONES LABORALES Y CARGAS SOCIALES",,,,,,,,
201030201,"IPS a Pagar","Aportes obrero-patronal","Liability",,,"No",,2010302,201030201,"IPS a Pagar",,,,,,,,
201030202,"Sueldos y Jornales a Pagar ","Sueldos a Pagar","Liability",,,"No",,2010302,201030202,"Sueldos y Jornales a Pagar ",,,,,,,,
201030203,"Sueldos y Jornales a Pagar MO Asunción","Sueldos a Pagar","Liability",,,"No",,2010302,201030203,"Sueldos y Jornales a Pagar MO Asunción",,,,,,,,
201030204,"Retención Sueldo Ordenanza Judicial","Retenciones a empleados según ordenanzas judiciales","Liability",,,"No",,2010302,201030204,"Retención Sueldo Ordenanza Judicial",,,,,,,,
2010303,"DIVIDENDOS A PAGAR",,"Liability",,,"Yes",,20103,2010303,"DIVIDENDOS A PAGAR",,,,,,,,
201030301,"Dividendos a Pagar","Dividendos a Pagar","Liability",,,"No",,2010303,201030301,"Dividendos a Pagar",,,,,,,,
2010304,"PASIVOS FIDUCIARIOS",,"Liability",,,"Yes",,20103,2010304,"PASIVOS FIDUCIARIOS",,,,,,,,
20104,"PROVISIONES ",,"Liability",,,"Yes",,201,20104,"PROVISIONES ",,,,,,,,
2010401,"OBLIGACIONES POR GARANTÍAS OTORGADAS",,"Liability",,,"Yes",,20104,2010401,"OBLIGACIONES POR GARANTÍAS OTORGADAS",,,,,,,,
2010402,"OBLIGACIONES LEGALES POR LITIGIOS",,"Liability",,,"Yes",,20104,2010402,"OBLIGACIONES LEGALES POR LITIGIOS",,,,,,,,
2010403,"PROVISIÓN PARA BENEFICIOS A EMPLEADOS",,"Liability",,,"Yes",,20104,2010403,"PROVISIÓN PARA BENEFICIOS A EMPLEADOS",,,,,,,,
20105,"INGRESOS DIFERIDOS",,"Liability",,,"Yes",,201,20105,"INGRESOS DIFERIDOS",,,,,,,,
2010501,"ANTICIPOS DE CLIENTES",,"Liability",,,"Yes",,20105,2010501,"ANTICIPOS DE CLIENTES",,,,,,,,
201050101,"Anticipos de Clientes - Cuenta Transitoria","Anticipo sobre futuras ventas","Liability",,"Yes","No","C_PREPAYMENT_ACCT",2010501,201050101,"Anticipos de Clientes - Cuenta Transitoria",,,,,,,,
2010502,"SUBVENCIONES",,"Liability",,,"Yes",,20105,2010502,"SUBVENCIONES",,,,,,,,
2010503,"DERECHOS DE FIDELIZACIÓN DE CLIENTES",,"Liability",,,"Yes",,20105,2010503,"DERECHOS DE FIDELIZACIÓN DE CLIENTES",,,,,,,,
2010504,"ALQUILERES COBRADOS POR ADELANTADO",,"Liability",,,"Yes",,20105,2010504,"ALQUILERES COBRADOS POR ADELANTADO",,,,,,,,
202,"PASIVO  NO CORRIENTE",,"Liability",,,"Yes",,2,202,"PASIVO  NO CORRIENTE",,,,,,,,
20201,"ACREEDORES COMERCIALES A LARGO PLAZO",,"Liability",,,"Yes",,202,20201,"ACREEDORES COMERCIALES A LARGO PLAZO",,,,,,,,
2020101,"PROVEEDORES LOCALES",,"Liability",,,"Yes",,20201,2020101,"PROVEEDORES LOCALES",,,,,,,,
2020102,"PROVEEDORES DEL EXTERIOR",,"Liability",,,"Yes",,20201,2020102,"PROVEEDORES DEL EXTERIOR",,,,,,,,
2020103,"INTERESES A  PAGAR A PROVEEDORES ",,"Liability",,,"Yes",,20201,2020103,"INTERESES A  PAGAR A PROVEEDORES ",,,,,,,,
2020104,"OTROS ACREEDORES ",,"Liability",,,"Yes",,20201,2020104,"OTROS ACREEDORES ",,,,,,,,
20202,"DEUDAS FINANCIERAS A LARGO PLAZO",,"Liability",,,"Yes",,202,20202,"DEUDAS FINANCIERAS A LARGO PLAZO",,,,,,,,
2020201,"PRÉSTAMOS DE BANCOS Y OTRAS ENTIDADES FINANCIERAS",,"Liability",,,"Yes",,20202,2020201,"PRÉSTAMOS DE BANCOS Y OTRAS ENTIDADES FINANCIERAS",,,,,,,,
2020202,"PRÉSTAMOS DEL DUEÑO, SOCIOS O  ENTIDADES VINCULADAS",,"Liability",,,"Yes",,20202,2020202,"PRÉSTAMOS DEL DUEÑO, SOCIOS O  ENTIDADES VINCULADAS",,,,,,,,
202020201,"Prestamos del Dueño, Socios o  Entidades Vinculadas LP","Cuentas a Pagar interempresas trx","Liability",,"Yes","No","INTERCOMPANYDUETO_ACCT",2020202,202020201,"Prestamos del Dueño, Socios o  Entidades Vinculadas LP",,,,,,,,
2020203,"ARRENDAMIENTOS FINANCIEROS",,"Liability",,,"Yes",,20202,2020203,"ARRENDAMIENTOS FINANCIEROS",,,,,,,,
2020204,"OTROS PRÉSTAMOS ",,"Liability",,,"Yes",,20202,2020204,"OTROS PRÉSTAMOS ",,,,,,,,
2020205,"INTERESES A PAGAR",,"Liability",,,"Yes",,20202,2020205,"INTERESES A PAGAR",,,,,,,,
20203,"OTRAS CUENTAS POR PAGAR",,"Liability",,,"Yes",,202,20203,"OTRAS CUENTAS POR PAGAR",,,,,,,,
2020301,"PASIVOS POR IMPUESTOS DIFERIDOS ",,"Liability",,,"Yes",,20203,2020301,"PASIVOS POR IMPUESTOS DIFERIDOS ",,,,,,,,
2020302,"PASIVOS FIDUCIARIOS",,"Liability",,,"Yes",,20203,2020302,"PASIVOS FIDUCIARIOS",,,,,,,,
20204,"PROVISIONES PARA OBLIGACIONES A LARGO PLAZO",,"Liability",,,"Yes",,202,20204,"PROVISIONES PARA OBLIGACIONES A LARGO PLAZO",,,,,,,,
2020401,"OBLIGACIONES POR GARANTÍAS OTORGADAS",,"Liability",,,"Yes",,20204,2020401,"OBLIGACIONES POR GARANTÍAS OTORGADAS",,,,,,,,
2020402,"OBLIGACIONES LEGALES POR LITIGIOS PENDIENTES",,"Liability",,,"Yes",,20204,2020402,"OBLIGACIONES LEGALES POR LITIGIOS PENDIENTES",,,,,,,,
2020403,"PROVISIONES PARA BENEFICIOS A EMPLEADOS",,"Liability",,,"Yes",,20204,2020403,"PROVISIONES PARA BENEFICIOS A EMPLEADOS",,,,,,,,
20205,"INGRESOS DIFERIDOS A LARGO PLAZO",,"Liability",,,"Yes",,202,20205,"INGRESOS DIFERIDOS A LARGO PLAZO",,,,,,,,
2020501,"ANTICIPOS DE CLIENTES",,"Liability",,,"Yes",,20205,2020501,"ANTICIPOS DE CLIENTES",,,,,,,,
2020502,"SUBVENCIONES",,"Liability",,,"Yes",,20205,2020502,"SUBVENCIONES",,,,,,,,
2020503,"DERECHO DE FIDELIZACIÓN DE CLIENTES",,"Liability",,,"Yes",,20205,2020503,"DERECHO DE FIDELIZACIÓN DE CLIENTES",,,,,,,,
2020504,"ALQUILERES COBRADOS POR ADELANTADO",,"Liability",,,"Yes",,20205,2020504,"ALQUILERES COBRADOS POR ADELANTADO",,,,,,,,
3,"PATRIMONIO NETO",,"Owner's Equity",,,"Yes",,,3,"PATRIMONIO NETO",,,,,,,,
301,"CAPITAL",,"Owner's Equity",,,"Yes",,3,301,"CAPITAL",,,,,,,,
30101,"CAPITAL INTEGRADO",,"Owner's Equity",,,"Yes",,301,30101,"CAPITAL INTEGRADO",,,,,,,,
3010101,"CAPITAL SUSCRIPTO",,"Owner's Equity",,,"Yes",,30101,3010101,"CAPITAL SUSCRIPTO",,,,,,,,
301010101,"Capital Suscripto","Capital suscripto a la fecha","Owner's Equity",,,"No",,3010101,301010101,"Capital Suscripto",,,,,,,,
3010102,"(-) CAPITAL A INTEGRAR",,"Owner's Equity","Debit",,"Yes",,30101,3010102,"(-) CAPITAL A INTEGRAR",,,,,,,,
301010201,"(-) Capital a Integrar","Capital a integrar a la fecha","Owner's Equity","Debit",,"No",,3010102,301010201,"(-) Capital a Integrar",,,,,,,,
302,"RESERVAS",,"Owner's Equity",,,"Yes",,3,302,"RESERVAS",,,,,,,,
30201,"RESERVA LEGAL",,"Owner's Equity",,,"Yes",,302,30201,"RESERVA LEGAL",,,,,,,,
3020101,"RESERVA LEGAL",,"Owner's Equity",,,"Yes",,30201,3020101,"RESERVA LEGAL",,,,,,,,
302010101,"Reserva Legal","Constitución de reservas","Owner's Equity",,,"No",,3020101,302010101,"Reserva Legal",,,,,,,,
30202,"RESERVA DE REVALÚO",,"Owner's Equity",,,"Yes",,302,30202,"RESERVA DE REVALÚO",,,,,,,,
3020201,"RESERVA DE REVALÚO FISCAL",,"Owner's Equity",,,"Yes",,30202,3020201,"RESERVA DE REVALÚO FISCAL",,,,,,,,
302020101,"Reserva de Revalúo Ley 125/91","Constitución de reservas","Owner's Equity",,,"No",,3020201,302020101,"Reserva de Revalúo Ley 125/91",,,,,,,,
3020202,"RESERVA DE REVALÚO TÉCNICO",,"Owner's Equity",,,"Yes",,30202,3020202,"RESERVA DE REVALÚO TÉCNICO",,,,,,,,
30203,"OTRAS RESERVAS",,"Owner's Equity",,,"Yes",,302,30203,"OTRAS RESERVAS",,,,,,,,
303,"RESULTADOS",,"Owner's Equity",,,"Yes",,3,303,"RESULTADOS",,,,,,,,
30301,"RESULTADOS ACUMULADOS",,"Owner's Equity",,,"Yes",,303,30301,"RESULTADOS ACUMULADOS",,,,,,,,
3030101,"GANANCIAS/PERDIDAS ACUMULADAS",,"Owner's Equity",,,"Yes",,30301,3030101,"GANANCIAS/PERDIDAS ACUMULADAS",,,,,,,,
303010101,"Ganancias/Pérdidas Acumuladas","Proceso de  Cierre (resultados)","Owner's Equity",,"Yes","No","RETAINEDEARNING_ACCT",3030101,303010101,"Ganancias/Pérdidas Acumuladas",,,,,,,,
30302,"RESULTADO DEL EJERCICIO",,"Owner's Equity",,,"Yes",,303,30302,"RESULTADO DEL EJERCICIO",,,,,,,,
3030201,"GANANCIA/PERDIDA DEL EJERCICIO ",,"Owner's Equity",,,"Yes",,30302,3030201,"GANANCIA/PERDIDA DEL EJERCICIO ",,,,,,,,
303020101,"Ganancia/Pérdida del Ejercicio",,"Owner's Equity",,,"No",,3030201,303020101,"Ganancia/Pérdida del Ejercicio",,,,,,,,
4,"INGRESO",,"Revenue",,,"Yes",,,4,"INGRESO",,,,,,,,
401,"INGRESOS OPERATIVOS",,"Revenue",,,"Yes",,4,401,"INGRESOS OPERATIVOS",,,,,,,,
40101,"VENTAS",,"Revenue",,,"Yes",,401,40101,"VENTAS",,,,,,,,
4010101,"VENTAS DE MERCADERÍAS",,"Revenue",,,"Yes",,40101,4010101,"VENTAS DE MERCADERÍAS",,,,,,,,
401010101,"Ventas de Mercaderías Propias Régimen General","Ventas de Mercaderías Propias Régimen General","Revenue",,,"No",,4010101,401010101,"Ventas de Mercaderías Propias Régimen General",,,,,,,,
401010102,"Ventas Mercaderías Propias Régimen Turismo","Ventas Mercaderías Propias Régimen Turismo","Revenue",,,"No",,4010101,401010102,"Ventas Mercaderías Propias Régimen Turismo",,,,,,,,
401010103,"Ventas Mercaderías en Consignación","Ventas Mercaderías en Consignación","Revenue",,,"No",,4010101,401010103,"Ventas Mercaderías en Consignación",,,,,,,,
401010104,"Ventas de Mercaderías Cuenta Transitoria","Ventas de Mercaderías Cuenta Transitoria","Revenue",,"Yes","No","P_REVENUE_ACCT",4010101,401010104,"Ventas de Mercaderías Cuenta Transitoria",,,,,,,,
4010102,"VENTAS DE PRODUCTOS AGRÍCOLAS",,"Revenue",,,"Yes",,40101,4010102,"VENTAS DE PRODUCTOS AGRÍCOLAS",,,,,,,,
4010103,"VENTAS DE GANADO",,"Revenue",,,"Yes",,40101,4010103,"VENTAS DE GANADO",,,,,,,,
4010104,"VENTAS DE PRODUCTOS FRUTÍCOLAS Y HORTÍCOLAS",,"Revenue",,,"Yes",,40101,4010104,"VENTAS DE PRODUCTOS FRUTÍCOLAS Y HORTÍCOLAS",,,,,,,,
4010105,"VENTAS DE PRODUCTOS DE LA EXPLOTACIÓN FORESTAL",,"Revenue",,,"Yes",,40101,4010105,"VENTAS DE PRODUCTOS DE LA EXPLOTACIÓN FORESTAL",,,,,,,,
4010106,"EXPORTACIONES DE PRODUCTOS AGRÍCOLAS EXPORTADOS",,"Revenue",,,"Yes",,40101,4010106,"EXPORTACIONES DE PRODUCTOS AGRÍCOLAS EXPORTADOS",,,,,,,,
4010107,"EXPORTACIONES de BIENES INDUSTRIALIZADOS",,"Revenue",,,"Yes",,40101,4010107,"EXPORTACIONES de BIENES INDUSTRIALIZADOS",,,,,,,,
4010108,"EXPORTACIONES DE OTROS PRODUCTOS",,"Revenue",,,"Yes",,40101,4010108,"EXPORTACIONES DE OTROS PRODUCTOS",,,,,,,,
4010109,"VENTAS DE SERVICIOS GRAVADOS",,"Revenue",,,"Yes",,40101,4010109,"VENTAS DE SERVICIOS GRAVADOS",,,,,,,,
401010901,"Alquileres Cobrados","Alquileres cobrados ","Revenue",,,"No",,4010109,401010901,"Alquileres Cobrados",,,,,,,,
401010902,"Ventas de Espacio Publicitario","Venta de espacios publicitarios","Revenue",,,"No",,4010109,401010902,"Ventas de Espacio Publicitario",,,,,,,,
401010903,"Ventas de Servicios","Venta de servicios varios","Revenue",,,"No",,4010109,401010903,"Ventas de Servicios",,,,,,,,
4010110,"VENTAS DE BIENES - REGÍMENES ESPECIALES",,"Revenue",,,"Yes",,40101,4010110,"VENTAS DE BIENES - REGÍMENES ESPECIALES",,,,,,,,
401011001,"Ventas de Mercaderías - Régimen de Turismo","Ventas Régimen Especial","Revenue",,,"No",,4010110,401011001,"Ventas de Mercaderías - Régimen de Turismo",,,,,,,,
401011002,"Ventas de Mercaderías - Zona Franca","Ventas Régimen Especial","Revenue",,,"No",,4010110,401011002,"Ventas de Mercaderías - Zona Franca",,,,,,,,
401011003,"Ventas Por Régimen de Maquila ","Ventas Régimen Especial","Revenue",,,"No",,4010110,401011003,"Ventas Por Régimen de Maquila ",,,,,,,,
401011004,"Ventas Bajo Otros Regímenes Especiales","Ventas Régimen Especial","Revenue",,,"No",,4010110,401011004,"Ventas Bajo Otros Regímenes Especiales",,,,,,,,
4010111,"OTRAS VENTAS EXENTAS DEL IVA ",,"Revenue",,,"Yes",,40101,4010111,"OTRAS VENTAS EXENTAS DEL IVA ",,,,,,,,
4010112,"INGRESO NO REALIZADOS",,"Revenue",,,"Yes",,40101,4010112,"INGRESO NO REALIZADOS",,,,,,,,
401011201,"Ingresos No Realizados","Ventas facturadas no remitidas","Revenue",,"Yes","No","UNEARNEDREVENUE_ACCT",4010112,401011201,"Ingresos No Realizados",,,,,,,,
4010113,"INGRESO NO FACTURADOS",,"Revenue",,,"Yes",,40101,4010113,"INGRESO NO FACTURADOS",,,,,,,,
401011301,"Ingresos No Facturados","Ventas remitidas no facturadas","Revenue",,"Yes","No","NOTINVOICEDREVENUE_ACCT",4010113,401011301,"Ingresos No Facturados",,,,,,,,
40102,"INGRESO POR ACTIVOS BIOLÓGICOS",,"Revenue",,,"Yes",,401,40102,"INGRESO POR ACTIVOS BIOLÓGICOS",,,,,,,,
4010201,"INGRESO POR PRODUCCIÓN Y/O TENENCIA DE ACTIVOS BIOLÓGICOS",,"Revenue",,,"Yes",,40102,4010201,"INGRESO POR PRODUCCIÓN Y/O TENENCIA DE ACTIVOS BIOLÓGICOS",,,,,,,,
402,"INGRESO NO OPERATIVOS",,"Revenue",,,"Yes",,4,402,"INGRESO NO OPERATIVOS",,,,,,,,
40201,"OTROS INGRESOS",,"Revenue",,,"Yes",,402,40201,"OTROS INGRESOS",,,,,,,,
4020101,"INTERESES GANADOS",,"Revenue",,,"Yes",,40201,4020101,"INTERESES GANADOS",,,,,,,,
402010101,"Intereses Ganados","Intereses ganados","Revenue",,"Yes","No","B_INTERESTREV_ACCT",4020101,402010101,"Intereses Ganados",,,,,,,,
402010102,"Intereses Ganados CDA","Intereses ganados en CDA colocados","Revenue",,,"No",,4020101,402010102,"Intereses Ganados CDA",,,,,,,,
4020102,"COMISIONES COBRADAS",,"Revenue",,,"Yes",,40201,4020102,"COMISIONES COBRADAS",,,,,,,,
402010201,"Comisiones Cobradas","Comisiones cobradas","Revenue",,,"No",,4020102,402010201,"Comisiones Cobradas",,,,,,,,
4020103,"DESCUENTOS OBTENIDOS",,"Revenue",,,"Yes",,40201,4020103,"DESCUENTOS OBTENIDOS",,,,,,,,
402010301,"Descuentos Obtenidos","Descuentos comerciales obtenidos","Revenue",,"Yes","No","P_TRADEDISCOUNTGRANT_ACCT",4020103,402010301,"Descuentos Obtenidos",,,,,,,,
402010302,"Descuentos Obtenidos por Pronto Pago","Descuentos obtenidos en pagos de los proveedores","Revenue",,"Yes","No","PAYDISCOUNT_EXP_ACCT",4020103,402010302,"Descuentos Obtenidos por Pronto Pago",,,,,,,,
4020104,"SUBVENCIONES ",,"Revenue",,,"Yes",,40201,4020104,"SUBVENCIONES ",,,,,,,,
4020105,"RESULTADO POR DIFERENCIA DE CAMBIO",,"Revenue",,,"Yes",,40201,4020105,"RESULTADO POR DIFERENCIA DE CAMBIO",,,,,,,,
402010501,"Ingreso Diferencia de Cambios Valores en Banco","Diferencia de cambio positiva","Revenue",,"Yes","No","B_REVALUATIONGAIN_ACCT",4020105,402010501,"Ingreso Diferencia de Cambios Valores en Banco",,,,,,,,
402010502,"Diferencia de  Transaccion Bancaria","Diferencia de cambio positiva en pagos","Revenue",,"Yes","No","B_SETTLEMENTGAIN_ACCT",4020105,402010502,"Diferencia de  Transaccion Bancaria",,,,,,,,
402010503,"Ganancias no efectivas","Diferencia de cambio positiva en cobranzas","Revenue",,"Yes","No","UNREALIZEDGAIN_ACCT",4020105,402010503,"Ganancias no efectivas",,,,,,,,
402010504,"Ganacias efectivas","Diferencia de cambio positiva en facturas","Revenue",,"Yes","No","REALIZEDGAIN_ACCT",4020105,402010504,"Ganacias efectivas",,,,,,,,
4020106,"OTROS INGRESOS",,"Revenue",,,"Yes",,40201,4020106,"OTROS INGRESOS",,,,,,,,
402010601,"Cobro de Dividendos","Dividendos cobrados","Revenue",,,"No",,4020106,402010601,"Cobro de Dividendos",,,,,,,,
402010602,"Ganancias Varias","Ganancias varias","Revenue",,,"No",,4020106,402010602,"Ganancias Varias",,,,,,,,
402010603,"Recupero Seguro","Cobros por recupero de siniestros","Revenue",,,"No",,4020106,402010603,"Recupero Seguro",,,,,,,,
402010698,"Recibos en Libro Caja","Cuenta por defecto de otros ingresos por caja chica","Revenue",,"Yes","No","CB_RECEIPT_ACCT",4020106,402010698,"Recibos en Libro Caja",,,,,,,,
402010699,"Cargo al ingreso","Cuenta por defecto otros ingresos","Revenue",,"Yes","No","CH_REVENUE_ACCT",4020106,402010699,"Cargo al ingreso",,,,,,,,
4020107,"PREVISIONES",,"Revenue",,,"Yes",,40201,4020107,"PREVISIONES",,,,,,,,
402010701,"Desafectación de Previsiones",,"Revenue",,,"No",,4020107,402010701,"Desafectación de Previsiones",,,,,,,,
40202,"OTROS RESULTADOS NO OPERATIVOS",,"Revenue",,,"Yes",,402,40202,"OTROS RESULTADOS NO OPERATIVOS",,,,,,,,
4020201,"UTILIDAD/PÉRDIDA EN VENTA DE ACTIVOS FIJOS",,"Revenue",,,"Yes",,40202,4020201,"UTILIDAD/PÉRDIDA EN VENTA DE ACTIVOS FIJOS",,,,,,,,
402020101,"Venta de Activos Fijos","Venta de bienes de uso","Revenue",,,"No",,4020201,402020101,"Venta de Activos Fijos",,,,,,,,
4020202,"UTILIDAD/PÉRDIDA EN VENTA DE INVERSIONES",,"Revenue",,,"Yes",,40202,4020202,"UTILIDAD/PÉRDIDA EN VENTA DE INVERSIONES",,,,,,,,
4020203,"CUENTAS INCOBRABLES RECUPERADAS",,"Revenue",,,"Yes",,40202,4020203,"CUENTAS INCOBRABLES RECUPERADAS",,,,,,,,
402020301,"Cuentas Incobrables Cobradas ","Incobrables del ejercicio","Revenue",,,"No",,4020203,402020301,"Cuentas Incobrables Cobradas ",,,,,,,,
5,"EGRESOS",,"Expense",,,"Yes",,,5,"EGRESOS",,,,,,,,
501,"COSTOS OPERATIVOS ",,"Expense",,,"Yes",,5,501,"COSTOS OPERATIVOS ",,,,,,,,
50101,"COSTOS DE VENTAS",,"Expense",,,"Yes",,501,50101,"COSTOS DE VENTAS",,,,,,,,
5010101,"COSTO DE MERCADERÍAS ",,"Expense",,,"Yes",,50101,5010101,"COSTO DE MERCADERÍAS ",,,,,,,,
501010101,"Costo de Mercaderías Régimen General","Costo de mercaderias vendidas","Expense",,,"No",,5010101,501010101,"Costo de Mercaderías Régimen General",,,,,,,,
501010102,"Costo de Mercaderías en Consignación","Costo de mercaderías en consignación vendidas","Expense",,,"No",,5010101,501010102,"Costo de Mercaderías en Consignación",,,,,,,,
501010103,"Costo de Mercaderías cuenta transitoria","Costo de mercaderias vendidas","Expense",,"Yes","No","P_COGS_ACCT",5010101,501010103,"Costo de Mercaderías cuenta transitoria",,,,,,,,
5010102,"COSTO DE PRODUCTOS AGRÍCOLAS",,"Expense",,,"Yes",,50101,5010102,"COSTO DE PRODUCTOS AGRÍCOLAS",,,,,,,,
5010103,"COSTO DE VENTAS DE GANADO ",,"Expense",,,"Yes",,50101,5010103,"COSTO DE VENTAS DE GANADO ",,,,,,,,
5010104,"COSTO DE VENTAS DE PRODUCTOS FRUTÍCOLAS Y HORTÍCOLAS",,"Expense",,,"Yes",,50101,5010104,"COSTO DE VENTAS DE PRODUCTOS FRUTÍCOLAS Y HORTÍCOLAS",,,,,,,,
5010105,"COSTO DE VENTAS DE PRODUCTOS DE LA EXPLOTACIÓN FORESTAL",,"Expense",,,"Yes",,50101,5010105,"COSTO DE VENTAS DE PRODUCTOS DE LA EXPLOTACIÓN FORESTAL",,,,,,,,
5010106,"COSTO DE PRODUCTOS AGRÍCOLAS EXPORTADOS ",,"Expense",,,"Yes",,50101,5010106,"COSTO DE PRODUCTOS AGRÍCOLAS EXPORTADOS ",,,,,,,,
5010107,"COSTO DE BIENES INDUSTRIALIZADOS EXPORTADOS",,"Expense",,,"Yes",,50101,5010107,"COSTO DE BIENES INDUSTRIALIZADOS EXPORTADOS",,,,,,,,
5010108,"COSTO DE OTROS PRODUCTOS EXPORTADOS",,"Expense",,,"Yes",,50101,5010108,"COSTO DE OTROS PRODUCTOS EXPORTADOS",,,,,,,,
5010109,"COSTO DE SERVICIOS",,"Expense",,,"Yes",,50101,5010109,"COSTO DE SERVICIOS",,,,,,,,
501010901,"Costo de Servicios Gravados","Costo de servicios (I.e no inventario)","Expense",,"Yes","No","P_EXPENSE_ACCT",5010109,501010901,"Costo de Servicios Gravados",,,,,,,,
501010902,"Costo de Servicios Varios","Costo de Servicios Varios","Expense",,,"No",,5010109,501010902,"Costo de Servicios Varios",,,,,,,,
5010110,"COSTO DE VENTAS DE BIENES - REGÍMENES ESPECIALES",,"Expense",,,"Yes",,50101,5010110,"COSTO DE VENTAS DE BIENES - REGÍMENES ESPECIALES",,,,,,,,
501011001,"Costo de Ventas de Mercaderías - Régimen de Turismo","Costo de Mercaderías Régimen de Turismo","Expense",,,"No",,5010110,501011001,"Costo de Ventas de Mercaderías - Régimen de Turismo",,,,,,,,
5010111,"COSTO DE VENTAS EXENTAS DEL IVA",,"Expense",,,"Yes",,50101,5010111,"COSTO DE VENTAS EXENTAS DEL IVA",,,,,,,,
5010112,"AJUSTES DE COSTOS",,"Expense",,,"Yes",,50101,5010112,"AJUSTES DE COSTOS",,,,,,,,
501011201,"Ajuste de Costo de Productos","Ajuste de costo de productos","Expense",,"Yes","No","P_COSTADJUSTMENT_ACCT",5010112,501011201,"Ajuste de Costo de Productos",,,,,,,,
501011202,"Ajustes por Costo de Inventario","Ajustes por Costo de Inventario","Expense",,"Yes","No","P_INVENTORYCLEARING_ACCT",5010112,501011202,"Ajustes por Costo de Inventario",,,,,,,,
501011203,"Ajustes por Costo Arribo de Inventario","Ajustes por Costo Arribo de Inventario","Expense",,"Yes","No","P_LANDEDCOSTCLEARING_ACCT",5010112,501011203,"Ajustes por Costo Arribo de Inventario",,,,,,,,
5010113,"VARIACION EN ORDENES DE TRABAJO",,"Expense",,,"Yes",,50101,5010113,"VARIACION EN ORDENES DE TRABAJO",,,,,,,,
501011301,"Variación de Materiales en Ordenes de Trabajo","Variación de Materiales en OT","Expense",,"Yes","No",,5010113,501011301,"Variación de Materiales en Ordenes de Trabajo",,,,,,,,
501011302,"Variaciòn de Materiales de sobrecargo en Ordenes de trabajo","Variación de Materiales de Sobrecargo en OT","Expense",,"Yes","No",,5010113,501011302,"Variaciòn de Materiales de sobrecargo en Ordenes de trabajo",,,,,,,,
