Value/K,Name,Description,IsSummary,IsDefault,IsActive
3314,Reparación de Equipo Eléctrico.,"Esta clase incluye la reparación y mantenimiento de artículos de la división 27, excepto aquellos en la clase 2750 (electrodomésticos) Esta clase incluye: reparación y mantenimiento de transformadores de energía, distribución y especiales; reparación y mantenimiento de motores eléctricos, generadores y set de generadores de motor; reparación y mantenimiento de aparatos de paneles de control e interruptores de marcha; reparación y mantenimiento de relées y controles industriales; reparación y mantenimiento de baterías primarias y de almacenamiento; reparación y mantenimiento de equipo de iluminación eléctrico; reparación y mantenimiento de dispositivos de cable transportadores de corriente y no transportadores de corriente para circuitos eléctricos cableados. Esta clase excluye: reparación y mantenimiento de equipo computacional periférico, ver 9511; reparación y mantenimiento de equipo de telecomunicaciones, ver 9512; reparación y mantenimiento de consumidores eléctricos, 9521; reparación de relojes, ver 9529",N,N,Y
3315,"Reparación de Equipo de Transporte, Excepto los Vehículos Automotores.","Esta clase incluye la reparación y mantenimiento de equipo de transporte de la división 30, excepto motocicletas y bicicletas. Sin embargo, la f reconstrucción en fabrica y revisión de buques, locomotoras, vagones ferroviarios y aeronaves esta clasificada en la división 30, Esta clase incluye: reparación y mantenimiento de rutina de buques; reparación y mantenimiento de botes de placer; reparación y mantenimiento de locomotoras y vagones ferroviarios (excepto la reconstrucción en fabrica o conversión); reparación y mantenimiento de aeronaves (excepto conversión en fabrica, revisión en fabrica, reconstrucción en fabrica); reparación y mantenimiento de motors de aeronaves; reparación de vagones y coches de tracción animal. Esta clase excluye: reconstrucción en fabrica de buques, ver 3010; reconstrucción en fabrica de locomotoras y vagones de ferrocarril, ver 3020; reconstrucción en fabrica de aeronaves, ver 3030; ship scaling, desmantelacion, ver 4540; reparación de bicicletas, ver 9529.",N,N,Y
3319,Reparación de Equipo de Otro Tipo.,"Esta clase incluye la reparación y mantenimiento de equipo no cubierto en otros grupos de esta división. Esta clase incluye: reparación de mallas de pescar, incluyendo remendos; reparación de cuerdas, jarcias, canva y lonas; reparación de bolsas de almacenamiento de fertilizantes y químicos; reparación o reacondicionamiento de paletas de madera, cilindros de transporte o barriles y artículos similares; reparación de maquinas pinball y otras maquinas operadas con monedas, restauración de órganos y otros instrumentos musicales históricos. Esta clase excluye: reparación de muebles domésticos y de oficina, restauración de muebles, ver 9524; reparación de bicicletas, ver 9529; reparación y modificación de ropa, ver 9529.",N,N,Y
3320,Instalación de maquinaria y equipo industrial.,"Esta clase incluye la instalación especializada de maquinaria. Sin embargo, la instalación de equipo que forma una parte integral de edificios y estructuras similares, tales como instalación de escaleras mecánicas, cableado eléctrico, sistemas de alarmas de robos, sistemas de aire acondicionado es clasificada como construcción. Esta clase incluye: instalación de maquinaria industria en plantas industriales; instalación de equipo de control de procesos industriales, desmantelacion a gran escala de maquinaria y equipo, actividades de molinos, instalación de equipo de bolos ",N,N,Y
3510,"Producción, transmisión y distribución de energía eléctrica.","Esta clase incluye la generación de energía eléctrica a gran volumen, la transmisión desde las instalaciones generadoras a los centros de distribución, y la distribución a usuarios finales. Esta clase incluye: operación de instalaciones de generación que producen energía eléctrica, incluyendo térmica, nuclear, hidroeléctrica, turbina a gas, petróleo y renovable; operación de sistemas de transmisión que convierte la electricidad desde las instalaciones de generación a los sistemas de distribución; operación de sistemas de distribución (consistentes de líneas, postes, medidores y cableado) que convierte la energía eléctrica recibida desde las instalaciones de generación o los sistemas de transmisión hacia el consumidor final; venta de electricidad al usuario; actividades de los agentes de energía eléctrica que organiza la venta de electricidad vía sistemas de distribución de energía operados por otros; operación de electricidad y puestos de transmisión que se intercambian por energía eléctrica. Esta clase excluye: producción de electricidad a través de la incineración de desperdicios, ver 3821,",N,N,Y
3520,Fabricación del gas; distribución de combustibles gaseosos por tuberías.,"Esta clase incluye la fabricación de gas y la distribución de gas natural o sintético al consumidor a través de un sistema de tuberías. Los vendedores de gas o agentes, que organizan la venta de gas natural a través de un sistema de distribución operado por otros, está incluida. La operación separada de tuberías de gas, típicamente hechas para largas distancias, que conectan a productores con distribuidores de gas, o entre centros urbanos, está excluida de esta clase y clasificada con otras actividades de transporte de tuberías. Esta clase incluye: producción de gas para el uso de suministros de gas mediante la destilación del carbón, de productos derivados de la agricultura o de desperdicios; fabricación de combustibles gaseosos con un valor calorífico específico, mediante purificación, mezcla y otros procesos de gases de varios tipos incluyendo gas natural; transporte, distribución y suministro de combustibles gaseosos de todo tipo a través de un sistema de tuberías; venta de gas a los usuarios a través de tuberías; actividades de agentes de gas que organizan la venta de gas a través de sistemas de distribución de gas operados por otros; puestos de transporte y artículos que se intercambian por combustibles gaseosos. Esta clase excluye: operación de hornos de coque, ver 1910; fabricación de productos de petróleo refinado, ver 1920; fabricación de gases industriales, ver 2011; venta al por mayor de combustibles gaseosos, ver 4661; venta al por menor de gas envasado, ver 4773; venta directa de combustible, ver 4799; transporte de gases por tuberías (grandes distancias), ver 4930",N,N,Y
3530,Suministro de vapor y aire acondicionado.,"Esta clase incluye: producción, captación y distribución de vapor y agua caliente para calefacción, energía y otros usos; producción y distribución de aire fresco; producción y distribución de agua refrigerada para usos de enfriamiento; producción de hielo, incluido de hielo para uso en alimentos y no alimentos (ejemplo refrigeramiento)",N,N,Y
3600,"Captación, tratamiento y suministro de agua.","Esta clase incluye las actividades de captación, tratamiento y distribución de agua para necesidades domésticas e industriales. La captación de agua de varias fuentes, así como también la distribución por varios medios está incluida. La operación de canales de irrigación también es incluida; sin embargo la provisión de servicios de irrigación a través de rociadores y similares servicios de apoyo para la agricultura no está incluida. Esta clase incluye: captación de agua de ríos, lagos, pozos, etc.; captación de agua de lluvias; purificación de agua para uso en suministro de agua; tratamiento de agua para uso industrial y otros usos; desalinización de agua de mar y subterránea para producir agua como principal producto de interés; distribución de agua a través de tuberías, por camiones u otros medios; operación de canales de irrigación. Esta clase excluye: operación de equipo de irrigación para usos agrícolas, ver 0161; tratamiento de aguas servidas parar prevenir contaminación, ver 3700; transporte de agua vía tuberías (grandes distancias) ver 4930",N,N,Y
3700,Alcantarillado.,"Esta clase incluye: la operación de sistemas de alcantarillado o instalaciones de tratamiento de alcantarillado; captación y transporte de aguas servidas humanas o industriales de uno o varios usuarios, como también agua de lluvia por medios de redes de alcantarillado, colectores, tanques y otros medios de transporte (vehículos de aguas residuales etc.); vaciado y limpieza de sumideros y tanques sépticos, pozos y fosas de aguas residuales; servicios de bańos químicos; tratamiento de aguas servidas (incluso aguas servidas humanas e industriales, agua de piscinas, etc.) por medios físicos, químicos y biológicos como disolución, cribado, filtrado, sedimentación, etc.; mantenimiento y limpieza de alcantarillas y desagües, incluso desatoro de alcantarillas.",N,N,Y
3811,Recolección de Desechos No Peligrosos.,"Esta clase incluye: recolección de desechos sólidos no peligrosos (basura) dentro de un área local, tales como recolección de desechos de casas y negocios por medio de tachos de basura, contenedores de basura, contenedores etc.; puede incluir materiales recuperables mezclados; recolección de materiales reciclables; recolección de grasas y aceites usados en cocina; recolección de basura en papeleros en lugares públicos. Esta clase también incluye: recolección de desechos de construcción y demolición; recolección y remoción de escombros tales como  escombros, maleza; recolección de desechos de producción de fábricas de textiles; operación de estaciones para trasladar desechos para desechos no peligrosos. Esta clase excluye: operación de desechos peligrosos, ver 3812; operación de vertederos de basura (relleno sanitario) para la disposición de desechos no peligrosos, ver 3821; operación de instalaciones donde materiales recuperables mezclados tales como papel, plástico, etc., son clasificados en distintas categorías, ver 3830",N,N,Y
3812,Recolección de Desechos Peligrosos.,"Esta clase incluye la recolección de desechos sólidos y no sólidos peligrosos, explosivos, oxidantes, inflamables, tóxicos, irritantes, cancerígenos, corrosivos, infecciosos y otras sustancias y preparados perjudiciales para la salud humana y el medio ambiente. Esta clase también puede suponer la identificación, tratamiento, empaque y etiquetado de desechos para el propósito de transporte. Esta clase incluye: recolección de desechos peligrosos, tales como: aceite usado de transportes o garajes; desechos bio-peligrosos; baterías usadas; operación de estaciones de traslado de desperdicio para desechos peligrosos. Esta clase excluye: recuperación y limpieza de edificios contaminados, minas, suelos, agua subterráneas, remoción de asbesto, ver 3900",N,N,Y
3821,Tratamiento y eliminación de Desechos No peligrosos.,"Esta clase incluye la eliminación y tratamiento anterior a la eliminación y otro tratamiento de desechos sólidos o no sólidos no peligrosos. Esta clase incluye: operación de vertederos de basura (rellenos sanitarios) para la eliminación de desperdicios no peligrosos; eliminación de desechos no peligrosos por combustión o incineración u otros métodos, con o sin el resultado de producción de electricidad o vapor, combustibles sustitutos, biogás, cenizas u otros derivados para uso adicional etc.; tratamiento de desechos orgánicos para eliminación; producción de compuestos de desechos orgánicos. Esta clase excluye: incineración y combustión de desechos peligrosos, ver 3822; operación de instalaciones donde materiales convertibles mezclados tales como papel, plástico, latas de bebidas usadas y metales, son clasificados en distintas categorías, ver 3830; descontaminación, limpieza de tierra, agua; reducción de materiales tóxicos, ver 3900",N,N,Y
3822,Tratamiento y Eliminación de Desechos Peligrosos.,"Esta clase incluye la eliminación y tratamiento anterior a la eliminación de desechos sólidos o no sólidos peligrosos, incluyendo desechos que son explosivos, oxidantes, inflamables, tóxicos, irritantes, cancerígenos, corrosivos o infecciosos y otras sustancias y preparaciones perjudiciales para la salud humana y el medio ambiente. Esta clase incluye: operación de instalaciones de tratamiento de desechos peligrosos; tratamiento y eliminación de animales vivos o muertos tóxicos y otros desechos contaminantes; incineración de desechos peligrosos; eliminación de artículos usados tales como refrigeradores que eliminan desechos perjudiciales; tratamiento, eliminación y almacenamiento de desechos  nucleares radioactivos incluso: tratamiento y eliminación de desechos radioactivos transitorios desechos en descomposición dentro del periodo de transporte, desde hospitales; encapsulación, preparación y otro tratamiento de desechos nucleares para almacenaje. Esta clase excluye: incineración de desechos no peligrosos, ver 3821; descontaminación y limpieza de tierra, agua; reducción de material tóxico, ver 3900; reprocesamiento de combustibles nucleares, ver 2011.",N,N,Y
3830,Recuperación de materiales.,"Esta clase incluye el procesamiento de desechos metálicos y no metálicos y chatarra y otros artículos en materia prima secundaria. Incluye la recuperación de materiales de desechos en la forma de 1) separación y clasificación de materiales recuperables de desechos (waste stream) no peligrosos (basura) o 2) separación y clasificación de materiales recuperados mezclados, tales como papel, plástico, latas de bebida usadas y metales, en distintas categorías. Algunos ejemplos de los procesos de transformación mecánica o química que son asumidos son: aplastado mecánico de desechos metálicos tales como autos usados, máquinas de lavar, bicicletas etc.; con su subsiguiente clasificación y separación; desmantelamiento de automóviles, computadoras, televisores y otros equipos de materiales recuperados; reducción mecánica de grandes piezas de hierro, tales como vagones ferroviarios; triturado de desechos metálicos, fin de vida de vehículos etc.; otros métodos de tratamiento mecánico como cortado, presión para reducir el volumen; desmantelación de buques; recuperación de metales de desechos de fotografía, ejemplo solución fijadora o película y papel fotográfico; recuperación de caucho tales como llantas usadas para producir materia prima secundaria; clasificación y prensado de plásticos para producir materia prima secundaria para tubos, floreros, paletas y similares; procesamiento de grasas y aceites usados en cocina en materia prima secundaria; procesamiento de otros desperdicios de alimentos, bebidas y tabaco y sustancias en materias primas secundarias. Esta clase excluye: fabricación de nuevos productos finales (sean o no auto producidos) de materias primas metálicas secundarias; tales como fabricación de hilados a partir de hilachas, pulpa de desecho de papel, neumáticos recauchutados o producción de metal de chatarra metálica, ver correspondiente clase en sección C (Industria); reprocesamiento de combustibles nucleares, ver 2011; tratamiento y eliminación de desechos no peligrosos, ver 3821; energía recuperada del proceso de incineración de desechos no peligrosos, ver 3821; eliminación de artículos usados tales como refrigeradores que eliminan desechos perjudiciales, ver 3822; tratamiento y eliminación de desechos radioactivos transitorios de hospitales, ver 3822; tratamiento y eliminación de desechos tóxicos y contaminados, ver 3822; desmantelación de automóviles, computadoras, televisores y otro equipo para obtener partes usadas re-vendibles, ver sección G; venta al por mayor de materiales recuperables, ver 4669",N,N,Y
3900,Actividades de saneamiento y otros servicios de gestión de desechos.,"Esta clase incluye: descontaminación de suelos y aguas subterráneas en el lugar de contaminación, sean o no sean in situ (en el lugar) o ex situ (fuera del lugar), utilizando métodos biológicos, químicos o mecánicos; descontaminación de plantas industriales o yacimientos, incluso plantas nucleares y yacimientos; descontaminación y limpieza de la superficie del agua luego de un accidente de contaminación, ejemplo a través de la recolección de contaminantes o a través de la aplicación de métodos químicos; limpieza de derrames de aceites y otros contaminantes en tierra, superficie del agua, mares y océanos, incluso arreas costeras; reducción o disminución de asbesto, pintura de plomo y otros materiales tóxicos; otras actividades especializadas de control de la contaminación. Esta clase excluye: tratamiento y eliminación de desechos no peligrosos, ver 3821; tratamiento y disposición de desechos peligrosos, ver 3822; barrido al aire libre y regado de calles etc.; ver 8129",N,N,Y
4100,Construcción de edificios.,"Esta clase incluye la construcción de edificios completos residenciales y no residenciales, por cuenta propia para venta o a cambio de una retribución o por contrato. La subcontratación del proceso de construcción completo o sólo de una de las partes es posible. Si sólo las partes especializadas del proceso de construcción son realizadas, la actividad es clasificada en la división 43, Esta clase incluye: construcción de todo tipo de edificios residenciales: casas familiares individuales; edificios multifamiliares, incluso edificios de alturas elevadas; construcción de todo tipo de edificios no residenciales: edificios de producción industrial, ejemplo fábricas, talleres, plantas de ensamblaje, etc. hospitales, escuelas, edificios de oficinas; hoteles, almacenes, centros comerciales, restaurantes; construcciones de aeropuertos; instalaciones deportivas interiores; estacionamientos, incluso estacionamientos subterráneos; bodegas o almacenes, edificios religiosos; montaje y levantamiento de construcciones prefabricadas en el lugar. Esta clase incluye: remodelación o renovación de estructuras residenciales existentes. Esta clase excluye: levantamiento de construcciones prefabricadas completas de partes auto fabricadas que no son de concreto, ver división 16 y 25; construcción de instalaciones industriales, excepto edificios, ver 4290; actividades de arquitectura e ingeniería, ver 7110; actividades de gestión de proyectos relacionadas a la construcción, ver 7110.",N,N,Y
4210,Construcción de caminos y vías férreas.,"Esta clase incluye: construcción de autopistas, calles, caminos, y otras vías vehiculares y peatonales, trabajo exterior en calles, caminos, autopistas, puentes o túneles: asfaltado de carreteras; pintado de caminos y otras marcas, instalación de barreras contra impactos, seńales de tránsito y similares; construcción de puentes, incluso aquellos para autopistas elevadas, construcción de túneles, construcción de líneas ferroviarias y subterráneos; construcción de campos de pistas de campo de aterrizaje. Esta clase excluye: instalación de iluminado de calles y seńales eléctricas, ver 4321; actividades de arquitectura e ingeniería, ver 7110; actividades de gestión de proyectos relacionados a obras de ingeniería civil, ver 7110",N,N,Y
4220,Construcción de proyectos de servicios públicos.,"Esta clase incluye la construcción de líneas de distribución y edificios y estructuras relacionados que son parte integral de estos sistemas. Esta clase incluye: construcción de obras de ingeniería civil para: tuberías de largas distancias, líneas de energía y comunicación, tuberías urbanas, líneas de comunicación y energía urbanas, obras urbanas complementarias; construcción de tuberías principales y líneas de agua; sistemas de irrigación (canales); reservorios; construcción de: sistemas de alcantarillas, incluso reparación; plantas de aguas residuales, estaciones de bombeo y plantas de energía. Esta clase también incluye: pozos de agua. Esta clase excluye: actividades de gestión de proyectos relacionados a las obras de ingeniería civil, ver 7110",N,N,Y
4290,Construcción de otros proyectos de ingeniería civil.,"Esta clase incluye: construcción de instalaciones industriales, excepto edificios, tales como refinerías, plantas químicas; construcción de: canales, puertos y obras en ríos, puertos de placer (marinas), esclusas, etc.; diques y presas; dragado de canales; obras de construcción, aparte de edificios, tales como: instalaciones deportivas al aire libre. Esta clase también incluye: lotización (lotificación) o parcelización con mejoramiento de tierra (ejemplo aumento de caminos, infraestructura de servicio público, etc.). Esta clase excluye: actividades de gestión de proyectos relacionados a obras de ingeniería civil, ver 7110",N,N,Y
4311,Demolición del Terreno.,Esta clase incluye: demolición de restos de edificios y otras estructuras.,N,N,Y
4312,Preparación del Terreno.,"Esta clase excluye a preparación de sitios para actividades subsiguientes de construcción. Esta clase incluye: limpieza de lugares de construcción; movimiento de tierra: excavación, relleno, nivelación y gradación de terrenos, excavación de zanjas, remoción de rocas, voladuras, etc.; preparación de terreno para la minería: remoción de sobrecarga y otro desarrollo y preparación de propiedades minerales y terreno, excepto yacimientos petroleros y de gas; pruebas de perforación, taladrado y extracción para la construcción, geofísica, geología o propósitos similares. Esta clase también incluye: construcción de drenajes, drenaje de tierras agrícolas y bosques; limpieza de campo minado y similares (incluso detonación) de terrenos para construcción. Esta clase excluye: perforación de pozos de producción de petróleo y gas, ver 0610, 0620; descontaminación de suelos, ver 3900; perforación de pozos de agua, ver 4220; excavación de pozos, ver 4390; exploración de yacimientos petroleros y de gas, pruebas geofísicas, geológicas y sísmicas, ver 7110",N,N,Y
4321,Instalación Eléctrica.,"Esta clase incluye la instalación en todo tipo de construcciones y estructuras de ingeniería civil de sistemas eléctricos: dispositivos y cableado eléctrico; cableado para telecomunicaciones; cableado de redes para  computación y televisión por cable, incluso fibra óptica; antenas parabólicas para satélites; sistemas de iluminación; alarmas contra incendio; sistemas de alarmas contra robos; iluminación de calles y seńales eléctricas; iluminación de pistas de aeropuerto. Esta clase también incluye: conexión de equipos eléctricos y electrodomésticos, incluso zócalo para calefacción. Esta clase excluye: construcción de líneas de transmisión de energía y comunicación, ver 4220",N,N,Y
4322,Fontanería e Instalación de Calefacción y Aire Acondicionado.,"Esta clase incluye la instalación de plomería, sistemas de aire acondicionado y calefacción, incluso adiciones, alteraciones, mantenimiento y reparación. Esta clase incluye: instalación en edificios u otros proyectos de construcción de: sistemas de calefacción (eléctricos, gas, y petróleo); hornos, silos de ventilación; recolectores no eléctricos de energía solar; plomería y equipo sanitario; equipamiento y ductos de ventilación, refrigeración o aire acondicionado; dispositivos de gas; tuberías de vapor; sistemas de rociadores para fuego; sistemas de rociadores para césped; instalación de conductos. Esta clase excluye: instalación de zócalos de calefacción eléctrica, ver 4321",N,N,Y
4329,Otro Tipo de Instalaciones de Construcción.,"Esta clase incluye la instalación de equipo aparte de eléctricos, plomería, sistemas de aire acondicionado y calefacción o maquinaría industrial en edificios y estructuras de ingeniería civil. Esta clase incluye: instalación en edificios u otros proyectos de construcción de: ascensores y escaleras; puertas automáticas y giratorias; conductores de iluminación; sistemas de limpieza de aspiradora; aislamiento termal, de sonido o vibración. Esta clase excluye: instalación de maquinaria industrial, ver 3320",N,N,Y
4330,Terminación de edificios.,"Esta clase incluye: aplicación en edificios u otros proyectos de construcción de enlucido o estuco interior o exterior, incluso materiales relacionados con tornos; instalación de puertas, ventanas, marcos de puertas y ventanas, accesorios de cocinas, escaleras, accesorios de tiendas y similares de madera u otros materiales; terminación interior tales como techos, cubiertas de madera de paredes, mamparas movibles, etc.; colocado, colgado o ajuste en edificios u otros proyectos de construcción de: cerámicas, concreto o piedra cortada para pared o baldosas de pisos, artículos de cerámica para estufas, parquet y otros cobertores de madera para pisos; alfombras y cobertores de piso de linóleo; incluso de caucho o plástico; terraza, mármol, cobertores de pared o piso de granito o pizarra; papel tapiz; pintado interior o exterior de edificios; pintado de estructuras de ingeniería civil; instalación de vidrios, espejos, etc. limpieza de edificios nuevos después de la construcción; otros trabajos de terminación de edificios ncp. Esta clase incluye: instalación interior de almacenes, hogares movibles, botes, etc. Esta clase excluye: limpieza exterior general de edificios y otras estructuras, ver 8121; limpieza exterior e interior especializada de edificios, ver 8129; actividades de diseńadores de decoración de interiores, ver 7410",N,N,Y
4390,Otras actividades especializadas de la construcción.,"Esta clase incluye: actividades de construcción especializada en un aspecto en común de diferentes tipos de estructura, requiriendo habilidades especiales o equipo: construcción de cimientos, incluso instalación de cimientos; trabajos de profundidad de diques y agua; deshumedificación de edificios; excavación de pozos; levantamiento de elementos de hacer no-auto fabricados; doblado de acero; colocación de ladrillos y piedras; cubierta de techos de edificios residenciales; levantamiento y desmantelamiento de plataformas de trabajo y andamios; sin incluir alquiler de andamios y plataformas de trabajo; levantamiento de chimeneas y hornos industriales; trabajo con requerimientos de acceso especializado con habilidades de escalamiento y equipo relacionado necesario, ejemplo trabajo en estructuras altas, trabajos de subsuperficie; construcción de piscinas al aire libre; limpieza con vapor, con chorro de arena y actividades similares para edificios exteriores; alquiler de grúas con operador.",N,N,Y
4510,Venta de vehículos automotores.,"Esta clase incluye: venta al por mayor de vehículos nuevos y usados: vehículos automotores de pasajeros, incluso vehículos automotores de pasajeros especializados tales como ambulancias y minibuses, etc.; grúas, remolques y semi remolques; vehículos para acampar tales como casas rodantes y caravanas. Esta clase también incluye: venta al por mayor y menor de vehículos automotores todo terreno (jeeps, etc.); venta al por mayor y menor por agentes comisionistas; subastas de autos. Esta clase excluye: venta al por mayor y menor de partes y accesorios para vehículos automotores, ver 4530; alquiler de vehículos automotores con chofer, ver 4922; alquiler de camiones con chofer, ver 4923; alquiler de vehículos automotor y camiones sin chofer, ver 7710",N,N,Y
4520,Mantenimiento y reparación de vehículos automotores.,"Esta clase incluye: mantenimiento y reparación de vehículos automotores: reparación mecánica, reparación eléctrica, reparación de sistemas de inyección electrónica, servicios usuales, reparación de la carrocería, reparación de partes de vehículos automotores, lavado, lustrado, etc., rociado y pintado, reparación de pantallas y ventanas, reparación de asientos de vehículos automotores, reparación de neumáticos y cámaras de aire, ajuste o reemplazo, tratamiento antióxido, instalación de partes y accesorios no como parte del proceso de fabricación. Esta clase excluye: recauchutado y reconstrucción de neumáticos, ver 2211",N,N,Y
4530,"Venta de partes, piezas y accesorios de vehículos automotores.","Esta clase incluye: venta al por mayor y menor de todo tipo de partes, componentes, suministros, herramientas y accesorios para vehículos automotores, tales como: neumáticos y cámaras de aire para neumáticos, bujías, baterías, equipo de iluminación y partes eléctricas. Esta clase excluye: venta al por menor de combustible para automotores, ver 4730",N,N,Y
4540,"Venta, mantenimiento y reparación de motocicletas y de sus partes, piezas y accesorios.","Esta clase incluye: venta al por mayor y menor de motocicletas, incluso ciclomotores; venta al por mayor y menor de partes y accesorios para motocicletas (incluso por agentes comisionistas y casas de ordenes por correo; mantenimiento y reparación de motocicletas. Esta clase excluye: venta al por mayor de bicicletas y sus partes y accesorios, ver 4649; venta al por menor de bicicletas y sus partes y accesorios, ver 4763; alquiler de motocicletas, ver 7730; reparación y mantenimiento de bicicletas, ver 9529",N,N,Y
4610,Venta al por mayor a cambio de una retribución o por contrata.,"Esta clase incluye: actividades de comisionistas, corredores de productos básicos, subastadores y otros mayoristas que comercian en nombre y por cuenta de terceros; actividades de aquellos involucrados en poner en contacto a vendedores y compradores y realizar transacciones comerciales en nombre de un principal, incluso en Internet; agentes involucrados en la venta de: materia prima agrícola, animales vivos, materia prima textil y productos semi terminados; combustibles, minerales, metales y químicos industriales, incluso fertilizantes; alimentos, bebidas y tabaco; textiles, ropa, pieles, calzado y artículos de cuero; madera y materiales de construcción; maquinaria incluso maquinaria de oficina y computadoras, equipo industrial, buques y aeronaves, muebles, artículos domésticos y de ferretería. Esta clase también incluye: actividades de venta al por mayor de casas de subasta. Esta clase excluye: venta al por mayor a nombre propio, ver 462 a 469; actividades de agentes comisionistas de vehículos automotores, ver 4510; subasta de vehículos automotores, ver 4510; venta al por menor no realizada en tiendas por agentes comisionistas, ver 4799; actividades de agentes de seguro, ver 6622; actividades de agentes de bienes raíces, ver 6820",N,N,Y
4620,Venta al por mayor de materias primas agropecuarias y animales vivos.,"Esta clase incluye: venta al por mayor de granos y semillas; venta al por mayor de frutas oleaginosas; venta al por mayor de flores y plantas; venta al por mayor de tabaco no manufacturado; venta al por mayor de animales vivos; venta al por mayor de cueros y pieles; venta al por mayor de cuero; venta al por mayor de material agrícola, desechos, residuos y productos derivados usados para alimentar animales. Esta clase excluye: venta al por mayor de fibras textiles, ver 4669.",N,N,Y
4630,"Venta al por mayor de alimentos, bebidas y tabaco.","Esta clase incluye: venta al por mayor de frutas y vegetales; venta al por mayor de productos lácteos; venta al por mayor de huevos y productos derivados; venta al por mayor de grasas y aceites de origen animal y vegetal comestibles; venta al por mayor de carne y productos derivados; venta al por mayor de productos de la pesca; venta al por mayor de productos de panadería; venta al por mayor de bebidas; venta al por mayor de café, té, cacao y especias; venta al por mayor de productos de tabaco. Esta clase también incluye: compra de vino a granel y embotellado sin transformación; venta al por mayor de alimento para mascotas. Esta clase excluye: mezcla de vino o destilación de licores, ver 1101, 1102.",N,N,Y
4641,"Ventas al por mayor de textiles, prendas de vestir y calzados.","Esta clase incluye: venta al por mayor de hilo; venta al por mayor de telas; venta al por mayor de artículos de lencería para el hogar; venta al por mayor de artículos de mercería: agujas, hilo de costura, etc.; venta al por mayor de ropa, incluso ropa deportiva; venta al por mayor de accesorios de ropa tales como guantes, corbatas y tirantes; venta al por mayor de calzado; venta al por mayor de artículos de piel; venta al por mayor de paraguas Esta clase excluye: venta al por mayor de joyería y artículos de cuero, ver 4649; venta al por mayor de fibras textiles, ver 4669",N,N,Y
4649,Venta al Por Mayor de Otros Enseres Domésticos.,"Esta clase incluye: venta al por mayor de muebles de hogar; venta al por mayor de electrodomésticos; venta al por mayor de equipo de iluminación; venta al por mayor de cubiertos; venta al por mayor de artículos de porcelana y cristalería; venta al por mayor de utensilios de madera y corcho y de mimbre etc.; venta al por mayor de artículos farmacéuticos y cosméticos; venta al por mayor de perfumería, cosméticos y jabones; venta al por mayor de bicicletas y sus partes y accesorios; venta al por mayor de papel y cartón, libros, revistas y periódicos; venta al por mayor de artículos fotográficos y ópticos (ejemplo lentes de sol, binoculares, lupas); venta al por mayor de cintas de video y audio grabadas, CDs, DVDs; venta al por mayor de artículos de cuero y accesorios de viaje; venta al por mayor de relojes y joyería; venta al por mayor de instrumentos musicales, juegos, juguetes, artículos deportivos. Esta clase excluye: venta al por mayor de cintas de audio y video en blanco Cds, DVDs, ver 4652; venta al por mayor de muebles de oficina, ver 4659",N,N,Y
4651,"Venta al Por Mayor de Computadoras, Equipo Informático Periférico y Programas Informáticos.","Esta clase incluye: venta al por mayor de computadoras y equipo computacional periférico; venta al por mayor de softwares. Esta clase excluye: venta al por mayor de partes electrónicas, ver 4652; venta al por mayor de maquinaria de oficina y equipo (excepto computadoras y equipo periférico), ver 4659; venta al por mayor de maquinaria controlada por computadora, ver 4659",N,N,Y
4652,Venta al Por Mayor de Equipo Electrónico de Telecomunicaciones y de sus partes y piezas.,"Esta clase incluye: venta al por mayor de válvulas y tubos electrónicos; venta al por mayor de dispositivos semi conductores; venta al por mayor de microchip y circuitos integrados; venta al por mayor de circuitos de impresión; venta al por mayor de cintas de audio y video y disquetes en blanco, discos magnéticos y ópticos (CDs, DVDs); venta al por mayor de teléfonos y equipos de comunicación; venta al por mayor de equipo de radio y televisión; venta al por mayor de reproductores de CD y DVD y grabadores. Esta clase excluye: venta al por mayor de cintas de audio y video grabadas, CDs, DVDs, ver 4649; venta al por mayor de computadoras y equipo periférico computacional, ver 4651 ",N,N,Y
4653,"Venta al Por Mayor de Maquinaria, Equipo Agrícola y sus Suministros.","Esta clase incluye: -venta al por mayor de maquinaria y  equipo agrícola: arados, esparcidores de abono, sembradoras; máquinas segadoras, máquinas trilladoras; máquinas para ordeńar; máquinas avícolas, máquinas de apicultura, tractores usados en agricultura y silvicultura. Esta clase también incluye cortadoras de césped.",N,N,Y
